name,SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,H2O,T,measured,calculated,difference,references
Ph6,60.46,0.56,18.81,3.31,0.2,0.36,0.67,9.76,5.45,0.06,0.85,867.05,8.79,9.25,0.46,22
Ph6,60.46,0.56,18.81,3.31,0.2,0.36,0.67,9.76,5.45,0.06,0.85,804.55,10.33,10.52,0.19,22
Ph6,60.46,0.56,18.81,3.31,0.2,0.36,0.67,9.76,5.45,0.06,0.85,793.95,10.59,10.75,0.16,22
Ph6,60.46,0.56,18.81,3.31,0.2,0.36,0.67,9.76,5.45,0.06,0.85,780.45,11.05,11.07,0.02,22
Ph6,60.46,0.56,18.81,3.31,0.2,0.36,0.67,9.76,5.45,0.06,0.85,821.75,9.9,10.15,0.25,22
Ph6,60.46,0.56,18.81,3.31,0.2,0.36,0.67,9.76,5.45,0.06,0.95,763.75,10.84,11.26,0.42,22
Ph6,60.46,0.56,18.81,3.31,0.2,0.36,0.67,9.76,5.45,0.06,0.95,774.95,10.82,10.99,0.17,22
Ph6,60.46,0.56,18.81,3.31,0.2,0.36,0.67,9.76,5.45,0.06,0.95,778.45,10.45,10.91,0.46,22
Ph6,60.46,0.56,18.81,3.31,0.2,0.36,0.67,9.76,5.45,0.06,0.95,785.65,10.25,10.74,0.49,22
Ph6,60.46,0.56,18.81,3.31,0.2,0.36,0.67,9.76,5.45,0.06,2.1,742.15,10.16,9.94,-0.22,22
Ph6,60.46,0.56,18.81,3.31,0.2,0.36,0.67,9.76,5.45,0.06,2.1,728.35,10.55,10.27,-0.28,22
Ph6,60.46,0.56,18.81,3.31,0.2,0.36,0.67,9.76,5.45,0.06,2.1,759.05,9.59,9.55,-0.04,22
Ph6,60.46,0.56,18.81,3.31,0.2,0.36,0.67,9.76,5.45,0.06,3.75,703.35,9.57,9.12,-0.45,22
Ph6,60.46,0.56,18.81,3.31,0.2,0.36,0.67,9.76,5.45,0.06,3.75,662.85,11,10.17,-0.83,22
Ph6,60.46,0.56,18.81,3.31,0.2,0.36,0.67,9.76,5.45,0.06,3.75,675.35,10.5,9.83,-0.67,22
Ph2,53.14,0.59,19.84,4.72,0.13,1.77,6.75,4.77,8.28,0,0.02,1670.21,2.28,2.01,-0.27,23
Ph2,53.14,0.59,19.84,4.72,0.13,1.77,6.75,4.77,8.28,0,0.02,1620.99,2.54,2.35,-0.19,23
Ph2,53.14,0.59,19.84,4.72,0.13,1.77,6.75,4.77,8.28,0,0.02,1571.77,2.83,2.71,-0.12,23
Ph2,53.14,0.59,19.84,4.72,0.13,1.77,6.75,4.77,8.28,0,0.02,1522.55,3.15,3.1,-0.05,23
Ph2,53.14,0.59,19.84,4.72,0.13,1.77,6.75,4.77,8.28,0,0.02,1473.33,3.48,3.51,0.03,23
Ph2,53.14,0.59,19.84,4.72,0.13,1.77,6.75,4.77,8.28,0,0.02,1424.11,3.87,3.95,0.08,23
Ph2,53.14,0.59,19.84,4.72,0.13,1.77,6.75,4.77,8.28,0,0.02,1374.89,4.29,4.43,0.14,23
Ph2,53.14,0.59,19.84,4.72,0.13,1.77,6.75,4.77,8.28,0,0.02,1325.67,4.75,4.94,0.19,23
Ph2,53.14,0.59,19.84,4.72,0.13,1.77,6.75,4.77,8.28,0,0.02,980.4,10.66,10.19,-0.47,23
Ph2,53.14,0.59,19.84,4.72,0.13,1.77,6.75,4.77,8.28,0,0.02,999.85,10.2,9.77,-0.43,23
Ph2,53.14,0.59,19.84,4.72,0.13,1.77,6.75,4.77,8.28,0,0.02,1029.5,9.78,9.17,-0.61,23
Ph2,53.14,0.59,19.84,4.72,0.13,1.77,6.75,4.77,8.28,0,0.02,1044.3,9.58,8.88,-0.7,23
Ph2,53.14,0.59,19.84,4.72,0.13,1.77,6.75,4.77,8.28,0,0.02,1078.25,8.81,8.28,-0.53,23
Ph2,53.14,0.59,19.84,4.72,0.13,1.77,6.75,4.77,8.28,0,0.02,962.1,11.05,10.62,-0.43,23
Ph2,53.14,0.59,19.84,4.72,0.13,1.77,6.75,4.77,8.28,0,1.26,848.25,9.4,9.67,0.27,23
Ph2,53.14,0.59,19.84,4.72,0.13,1.77,6.75,4.77,8.28,0,1.26,836.75,9.71,9.93,0.22,23
Ph2,53.14,0.59,19.84,4.72,0.13,1.77,6.75,4.77,8.28,0,1.26,815.35,10.35,10.43,0.08,23
Ph2,53.14,0.59,19.84,4.72,0.13,1.77,6.75,4.77,8.28,0,1.26,783.15,11.29,11.24,-0.05,23
Ph2,53.14,0.59,19.84,4.72,0.13,1.77,6.75,4.77,8.28,0,2.04,795.15,9.16,9.77,0.61,23
Ph2,53.14,0.59,19.84,4.72,0.13,1.77,6.75,4.77,8.28,0,2.04,779.05,9.62,10.17,0.55,23
Ph2,53.14,0.59,19.84,4.72,0.13,1.77,6.75,4.77,8.28,0,2.04,759.45,10.16,10.67,0.51,23
Ph2,53.14,0.59,19.84,4.72,0.13,1.77,6.75,4.77,8.28,0,2.04,734.45,11,11.36,0.36,23
Ph2,53.14,0.59,19.84,4.72,0.13,1.77,6.75,4.77,8.28,0,3.07,736.05,9.84,10.1,0.26,23
Ph2,53.14,0.59,19.84,4.72,0.13,1.77,6.75,4.77,8.28,0,3.07,717.65,10.33,10.6,0.27,23
Ph2,53.14,0.59,19.84,4.72,0.13,1.77,6.75,4.77,8.28,0,3.07,708.85,10.61,10.85,0.24,23
Ph3,53.52,0.6,19.84,4.8,0.14,1.76,6.76,4.66,7.91,0,0.02,1670.21,1.96,2.03,0.07,23
Ph3,53.52,0.6,19.84,4.8,0.14,1.76,6.76,4.66,7.91,0,0.02,1620.99,2.25,2.37,0.12,23
Ph3,53.52,0.6,19.84,4.8,0.14,1.76,6.76,4.66,7.91,0,0.02,1571.77,2.56,2.74,0.18,23
Ph3,53.52,0.6,19.84,4.8,0.14,1.76,6.76,4.66,7.91,0,0.02,1522.55,2.91,3.12,0.21,23
Ph3,53.52,0.6,19.84,4.8,0.14,1.76,6.76,4.66,7.91,0,0.02,1473.33,3.29,3.54,0.25,23
Ph3,53.52,0.6,19.84,4.8,0.14,1.76,6.76,4.66,7.91,0,0.02,1424.11,3.72,3.98,0.26,23
Ph3,53.52,0.6,19.84,4.8,0.14,1.76,6.76,4.66,7.91,0,0.02,1374.89,4.22,4.46,0.24,23
Ph3,53.52,0.6,19.84,4.8,0.14,1.76,6.76,4.66,7.91,0,0.02,1325.67,4.77,4.97,0.2,23
Ph3,53.52,0.6,19.84,4.8,0.14,1.76,6.76,4.66,7.91,0,0.02,981.65,10.26,10.22,-0.04,23
Ph3,53.52,0.6,19.84,4.8,0.14,1.76,6.76,4.66,7.91,0,0.02,996.1,9.97,9.9,-0.07,23
Ph3,53.52,0.6,19.84,4.8,0.14,1.76,6.76,4.66,7.91,0,0.02,1025.4,9.44,9.3,-0.14,23
Ph3,53.52,0.6,19.84,4.8,0.14,1.76,6.76,4.66,7.91,0,0.02,1028.27,9.01,9.24,0.23,23
Ph3,53.52,0.6,19.84,4.8,0.14,1.76,6.76,4.66,7.91,0,0.02,1043.15,8.98,8.95,-0.03,23
Ph3,53.52,0.6,19.84,4.8,0.14,1.76,6.76,4.66,7.91,0,0.02,962.35,10.68,10.67,-0.01,23
Ph3,53.52,0.6,19.84,4.8,0.14,1.76,6.76,4.66,7.91,0,1.17,867.35,9.17,9.47,0.3,23
Ph3,53.52,0.6,19.84,4.8,0.14,1.76,6.76,4.66,7.91,0,1.17,860.05,9.2,9.63,0.43,23
Ph3,53.52,0.6,19.84,4.8,0.14,1.76,6.76,4.66,7.91,0,1.17,840.65,9.84,10.06,0.22,23
Ph3,53.52,0.6,19.84,4.8,0.14,1.76,6.76,4.66,7.91,0,1.17,818.85,10.32,10.57,0.25,23
Ph3,53.52,0.6,19.84,4.8,0.14,1.76,6.76,4.66,7.91,0,1.17,805.55,10.64,10.9,0.26,23
Ph3,53.52,0.6,19.84,4.8,0.14,1.76,6.76,4.66,7.91,0,1.17,789.55,11.05,11.3,0.25,23
Ph3,53.52,0.6,19.84,4.8,0.14,1.76,6.76,4.66,7.91,0,3.32,753.75,9.32,9.47,0.15,23
Ph3,53.52,0.6,19.84,4.8,0.14,1.76,6.76,4.66,7.91,0,3.32,748.75,9.46,9.6,0.14,23
Ph3,53.52,0.6,19.84,4.8,0.14,1.76,6.76,4.66,7.91,0,3.32,727.75,9.82,10.15,0.33,23
Ph3,53.52,0.6,19.84,4.8,0.14,1.76,6.76,4.66,7.91,0,3.32,717.65,10.25,10.42,0.17,23
Ph3,53.52,0.6,19.84,4.8,0.14,1.76,6.76,4.66,7.91,0,3.32,704.35,10.82,10.8,-0.02,23
Ph3,53.52,0.6,19.84,4.8,0.14,1.76,6.76,4.66,7.91,0,2.21,799.95,8.9,9.52,0.62,23
Ph3,53.52,0.6,19.84,4.8,0.14,1.76,6.76,4.66,7.91,0,2.21,778.55,9.4,10.03,0.63,23
Ph3,53.52,0.6,19.84,4.8,0.14,1.76,6.76,4.66,7.91,0,2.21,746.75,10.29,10.86,0.57,23
Tr2,60.86,0.39,18.27,3.88,0.12,0.9,2.96,4.12,8.5,0,0.02,1769.15,2.49,2.1,-0.39,23
Tr2,60.86,0.39,18.27,3.88,0.12,0.9,2.96,4.12,8.5,0,0.02,1719.15,2.74,2.4,-0.34,23
Tr2,60.86,0.39,18.27,3.88,0.12,0.9,2.96,4.12,8.5,0,0.02,1670.15,3.01,2.72,-0.29,23
Tr2,60.86,0.39,18.27,3.88,0.12,0.9,2.96,4.12,8.5,0,0.02,1621.15,3.3,3.05,-0.25,23
Tr2,60.86,0.39,18.27,3.88,0.12,0.9,2.96,4.12,8.5,0,0.02,1572.15,3.62,3.41,-0.21,23
Tr2,60.86,0.39,18.27,3.88,0.12,0.9,2.96,4.12,8.5,0,0.02,1522.15,3.96,3.79,-0.17,23
Tr2,60.86,0.39,18.27,3.88,0.12,0.9,2.96,4.12,8.5,0,0.02,1473.15,4.33,4.2,-0.13,23
Tr2,60.86,0.39,18.27,3.88,0.12,0.9,2.96,4.12,8.5,0,0.02,1424.15,4.73,4.63,-0.1,23
Tr2,60.86,0.39,18.27,3.88,0.12,0.9,2.96,4.12,8.5,0,0.02,1087.25,8.45,8.81,0.36,23
Tr2,60.86,0.39,18.27,3.88,0.12,0.9,2.96,4.12,8.5,0,0.02,1038.45,9.32,9.68,0.36,23
Tr2,60.86,0.39,18.27,3.88,0.12,0.9,2.96,4.12,8.5,0,0.02,1009.65,9.77,10.24,0.47,23
Tr2,60.86,0.39,18.27,3.88,0.12,0.9,2.96,4.12,8.5,0,0.02,985.15,10.56,10.76,0.2,23
Tr2,60.86,0.39,18.27,3.88,0.12,0.9,2.96,4.12,8.5,0,0.02,973.35,10.75,11.02,0.27,23
Tr2,60.86,0.39,18.27,3.88,0.12,0.9,2.96,4.12,8.5,0,0.02,956.95,11.29,11.4,0.11,23
Tr2,60.86,0.39,18.27,3.88,0.12,0.9,2.96,4.12,8.5,0,3.75,723.65,9.9,9.95,0.05,23
Tr2,60.86,0.39,18.27,3.88,0.12,0.9,2.96,4.12,8.5,0,3.75,709.35,10.31,10.32,0.01,23
Tr2,60.86,0.39,18.27,3.88,0.12,0.9,2.96,4.12,8.5,0,3.75,688.85,11.05,10.89,-0.16,23
Tr2,60.86,0.39,18.27,3.88,0.12,0.9,2.96,4.12,8.5,0,2.38,794.55,9.7,9.62,-0.08,23
Tr2,60.86,0.39,18.27,3.88,0.12,0.9,2.96,4.12,8.5,0,2.38,776.65,10.05,10.03,-0.02,23
Tr2,60.86,0.39,18.27,3.88,0.12,0.9,2.96,4.12,8.5,0,2.38,761.25,10.65,10.4,-0.25,23
Tr2,60.86,0.39,18.27,3.88,0.12,0.9,2.96,4.12,8.5,0,2.38,743.85,10.97,10.85,-0.12,23
Tr2,60.86,0.39,18.27,3.88,0.12,0.9,2.96,4.12,8.5,0,2.04,821.65,9.55,9.43,-0.12,23
Tr2,60.86,0.39,18.27,3.88,0.12,0.9,2.96,4.12,8.5,0,2.04,795.45,10.2,10.01,-0.19,23
Tr2,60.86,0.39,18.27,3.88,0.12,0.9,2.96,4.12,8.5,0,2.04,775.75,10.8,10.47,-0.33,23
Tr2,60.86,0.39,18.27,3.88,0.12,0.9,2.96,4.12,8.5,0,2.04,763.85,11.04,10.77,-0.27,23
Tr2,60.86,0.39,18.27,3.88,0.12,0.9,2.96,4.12,8.5,0,1.15,917.45,9.04,8.81,-0.23,23
Tr2,60.86,0.39,18.27,3.88,0.12,0.9,2.96,4.12,8.5,0,1.15,885.45,9.72,9.4,-0.32,23
Tr2,60.86,0.39,18.27,3.88,0.12,0.9,2.96,4.12,8.5,0,1.15,865.05,10.08,9.8,-0.28,23
Tr2,60.86,0.39,18.27,3.88,0.12,0.9,2.96,4.12,8.5,0,1.15,849.85,10.42,10.12,-0.3,23
Tr2,60.86,0.39,18.27,3.88,0.12,0.9,2.96,4.12,8.5,0,1.15,819.65,11.24,10.78,-0.46,23
Tr3,61.26,0.38,18.38,3.5,0.14,0.74,2.97,4.58,8.04,0,0.02,1719.43,2.79,2.44,-0.35,23
Tr3,61.26,0.38,18.38,3.5,0.14,0.74,2.97,4.58,8.04,0,0.02,1670.21,3.06,2.75,-0.31,23
Tr3,61.26,0.38,18.38,3.5,0.14,0.74,2.97,4.58,8.04,0,0.02,1620.99,3.35,3.09,-0.26,23
Tr3,61.26,0.38,18.38,3.5,0.14,0.74,2.97,4.58,8.04,0,0.02,1571.77,3.67,3.45,-0.22,23
Tr3,61.26,0.38,18.38,3.5,0.14,0.74,2.97,4.58,8.04,0,0.02,1522.55,4.02,3.83,-0.19,23
Tr3,61.26,0.38,18.38,3.5,0.14,0.74,2.97,4.58,8.04,0,0.02,1473.33,4.39,4.24,-0.15,23
Tr3,61.26,0.38,18.38,3.5,0.14,0.74,2.97,4.58,8.04,0,0.02,1424.11,4.8,4.68,-0.12,23
Tr3,61.26,0.38,18.38,3.5,0.14,0.74,2.97,4.58,8.04,0,0.02,1005.6,10.39,10.39,0,23
Tr3,61.26,0.38,18.38,3.5,0.14,0.74,2.97,4.58,8.04,0,0.02,1041.4,9.41,9.68,0.27,23
Tr3,61.26,0.38,18.38,3.5,0.14,0.74,2.97,4.58,8.04,0,0.02,1057.9,9.06,9.38,0.32,23
Tr3,61.26,0.38,18.38,3.5,0.14,0.74,2.97,4.58,8.04,0,0.02,967.08,11.18,11.22,0.04,23
Tr3,61.26,0.38,18.38,3.5,0.14,0.74,2.97,4.58,8.04,0,1.26,872.85,9.33,9.49,0.16,23
Tr3,61.26,0.38,18.38,3.5,0.14,0.74,2.97,4.58,8.04,0,1.26,853.75,9.74,9.88,0.14,23
Tr3,61.26,0.38,18.38,3.5,0.14,0.74,2.97,4.58,8.04,0,1.26,830.85,10.09,10.36,0.27,23
Tr3,61.26,0.38,18.38,3.5,0.14,0.74,2.97,4.58,8.04,0,1.26,814.15,10.56,10.74,0.18,23
Tr3,61.26,0.38,18.38,3.5,0.14,0.74,2.97,4.58,8.04,0,1.26,811.25,10.62,10.81,0.19,23
Tr3,61.26,0.38,18.38,3.5,0.14,0.74,2.97,4.58,8.04,0,1.26,799.15,10.85,11.09,0.24,23
Tr3,61.26,0.38,18.38,3.5,0.14,0.74,2.97,4.58,8.04,0,1.26,794.65,11.19,11.2,0.01,23
Tr3,61.26,0.38,18.38,3.5,0.14,0.74,2.97,4.58,8.04,0,3.78,724.25,9.85,9.93,0.08,23
Tr3,61.26,0.38,18.38,3.5,0.14,0.74,2.97,4.58,8.04,0,3.78,718.05,10.05,10.09,0.04,23
Tr3,61.26,0.38,18.38,3.5,0.14,0.74,2.97,4.58,8.04,0,3.78,698.75,10.52,10.61,0.09,23
Tr3,61.26,0.38,18.38,3.5,0.14,0.74,2.97,4.58,8.04,0,3.78,693.35,10.95,10.76,-0.19,23
Tr3,61.26,0.38,18.38,3.5,0.14,0.74,2.97,4.58,8.04,0,3.78,679.45,11.33,11.16,-0.17,23
Tr3,61.26,0.38,18.38,3.5,0.14,0.74,2.97,4.58,8.04,0,3.78,677.35,11.43,11.22,-0.21,23
Tr3,61.26,0.38,18.38,3.5,0.14,0.74,2.97,4.58,8.04,0,1.19,862.75,9.54,9.81,0.27,23
Tr3,61.26,0.38,18.38,3.5,0.14,0.74,2.97,4.58,8.04,0,1.19,845.05,10.01,10.18,0.17,23
Tr3,61.26,0.38,18.38,3.5,0.14,0.74,2.97,4.58,8.04,0,1.19,827.55,10.24,10.56,0.32,23
Tr3,61.26,0.38,18.38,3.5,0.14,0.74,2.97,4.58,8.04,0,1.19,802.85,10.74,11.13,0.39,23
Tr3,61.26,0.38,18.38,3.5,0.14,0.74,2.97,4.58,8.04,0,1.19,798.25,11.02,11.24,0.22,23
Tr3,61.26,0.38,18.38,3.5,0.14,0.74,2.97,4.58,8.04,0,1.19,786.45,11.56,11.53,-0.03,23
Tr3,61.26,0.38,18.38,3.5,0.14,0.74,2.97,4.58,8.04,0,0.79,959.45,8.83,8.75,-0.08,23
Tr3,61.26,0.38,18.38,3.5,0.14,0.74,2.97,4.58,8.04,0,0.79,901.55,9.88,9.79,-0.09,23
Tr3,61.26,0.38,18.38,3.5,0.14,0.74,2.97,4.58,8.04,0,0.79,859.05,10.7,10.65,-0.05,23
Tr3,61.26,0.38,18.38,3.5,0.14,0.74,2.97,4.58,8.04,0,0.79,840.75,11.35,11.05,-0.3,23
D2,66,0.36,15.23,4.08,0.1,2.21,5.01,3.84,2.16,0.14,0.02,1744.04,2.09,2.16,0.07,24
D2,66,0.36,15.23,4.08,0.1,2.21,5.01,3.84,2.16,0.14,0.02,1719.43,2.21,2.31,0.1,24
D2,66,0.36,15.23,4.08,0.1,2.21,5.01,3.84,2.16,0.14,0.02,1694.82,2.34,2.48,0.14,24
D2,66,0.36,15.23,4.08,0.1,2.21,5.01,3.84,2.16,0.14,0.02,1670.21,2.48,2.64,0.16,24
D2,66,0.36,15.23,4.08,0.1,2.21,5.01,3.84,2.16,0.14,0.02,1645.6,2.62,2.81,0.19,24
D2,66,0.36,15.23,4.08,0.1,2.21,5.01,3.84,2.16,0.14,0.02,1620.99,2.76,2.99,0.23,24
D2,66,0.36,15.23,4.08,0.1,2.21,5.01,3.84,2.16,0.14,0.02,1596.38,2.92,3.17,0.25,24
D2,66,0.36,15.23,4.08,0.1,2.21,5.01,3.84,2.16,0.14,0.02,1571.77,3.08,3.36,0.28,24
D2,66,0.36,15.23,4.08,0.1,2.21,5.01,3.84,2.16,0.14,0.02,1547.16,3.25,3.55,0.3,24
D2,66,0.36,15.23,4.08,0.1,2.21,5.01,3.84,2.16,0.14,0.02,1522.55,3.43,3.76,0.33,24
D2,66,0.36,15.23,4.08,0.1,2.21,5.01,3.84,2.16,0.14,0.02,1497.94,3.61,3.96,0.35,24
D2,66,0.36,15.23,4.08,0.1,2.21,5.01,3.84,2.16,0.14,0.02,1473.33,3.8,4.18,0.38,24
D2,66,0.36,15.23,4.08,0.1,2.21,5.01,3.84,2.16,0.14,0.02,1448.72,4,4.4,0.4,24
D2,66,0.36,15.23,4.08,0.1,2.21,5.01,3.84,2.16,0.14,0.02,1424.11,4.21,4.63,0.42,24
D2,66,0.36,15.23,4.08,0.1,2.21,5.01,3.84,2.16,0.14,0.02,1399.5,4.44,4.88,0.44,24
D2,66,0.36,15.23,4.08,0.1,2.21,5.01,3.84,2.16,0.14,0.02,1374.89,4.66,5.13,0.47,24
D2,66,0.36,15.23,4.08,0.1,2.21,5.01,3.84,2.16,0.14,0.02,1034.15,10.5,10.34,-0.16,24
D2,66,0.36,15.23,4.08,0.1,2.21,5.01,3.84,2.16,0.14,0.02,1057.8,9.85,9.79,-0.06,24
D2,66,0.36,15.23,4.08,0.1,2.21,5.01,3.84,2.16,0.14,0.02,1074.15,9.28,9.44,0.16,24
D2,66,0.36,15.23,4.08,0.1,2.21,5.01,3.84,2.16,0.14,0.02,1091.15,8.91,9.1,0.19,24
D2,66,0.36,15.23,4.08,0.1,2.21,5.01,3.84,2.16,0.14,1.31,862.05,10.56,10.17,-0.39,24
D2,66,0.36,15.23,4.08,0.1,2.21,5.01,3.84,2.16,0.14,1.31,835.05,11.18,10.76,-0.42,24
D2,66,0.36,15.23,4.08,0.1,2.21,5.01,3.84,2.16,0.14,1.64,772.05,11.95,11.73,-0.22,24
D2,66,0.36,15.23,4.08,0.1,2.21,5.01,3.84,2.16,0.14,1.64,807.95,11.12,10.84,-0.28,24
D2,66,0.36,15.23,4.08,0.1,2.21,5.01,3.84,2.16,0.14,1.64,808.45,10.93,10.83,-0.1,24
D2,66,0.36,15.23,4.08,0.1,2.21,5.01,3.84,2.16,0.14,1.64,838.55,9.86,10.15,0.29,24
D2,66,0.36,15.23,4.08,0.1,2.21,5.01,3.84,2.16,0.14,1.98,803.95,10.48,10.45,-0.03,24
D2,66,0.36,15.23,4.08,0.1,2.21,5.01,3.84,2.16,0.14,1.98,815.05,9.99,10.2,0.21,24
D2,66,0.36,15.23,4.08,0.1,2.21,5.01,3.84,2.16,0.14,1.98,833.55,9.63,9.79,0.16,24
Bl1,47.03,1.61,16.28,10.88,0.2,5.17,10.47,3.75,1.94,0.59,0.5,848.35,11.6,11.93,0.33,25
Bl1,47.03,1.61,16.28,10.88,0.2,5.17,10.47,3.75,1.94,0.59,0.5,870.35,10.8,11.23,0.43,25
Bl1,47.03,1.61,16.28,10.88,0.2,5.17,10.47,3.75,1.94,0.59,0.5,875.05,10.74,11.09,0.35,25
Bl1,47.03,1.61,16.28,10.88,0.2,5.17,10.47,3.75,1.94,0.59,0.5,884.75,10.5,10.81,0.31,25
Bl1,47.03,1.61,16.28,10.88,0.2,5.17,10.47,3.75,1.94,0.59,0.5,891.65,10.42,10.61,0.19,25
Bl1,47.03,1.61,16.28,10.88,0.2,5.17,10.47,3.75,1.94,0.59,0.5,892.55,10.33,10.59,0.26,25
Bl1,47.03,1.61,16.28,10.88,0.2,5.17,10.47,3.75,1.94,0.59,1.03,826.35,10.99,11.2,0.21,25
Bl1,47.03,1.61,16.28,10.88,0.2,5.17,10.47,3.75,1.94,0.59,1.03,831.05,10.89,11.06,0.17,25
Bl1,47.03,1.61,16.28,10.88,0.2,5.17,10.47,3.75,1.94,0.59,1.03,837.65,10.73,10.87,0.14,25
Bl1,47.03,1.61,16.28,10.88,0.2,5.17,10.47,3.75,1.94,0.59,1.03,848.45,10.37,10.57,0.2,25
Bl1,47.03,1.61,16.28,10.88,0.2,5.17,10.47,3.75,1.94,0.59,1.5,805.45,11.2,10.93,-0.27,25
Bl1,47.03,1.61,16.28,10.88,0.2,5.17,10.47,3.75,1.94,0.59,1.5,817.75,10.88,10.59,-0.29,25
Bl1,47.03,1.61,16.28,10.88,0.2,5.17,10.47,3.75,1.94,0.59,1.5,822.35,10.57,10.46,-0.11,25
Bl1,47.03,1.61,16.28,10.88,0.2,5.17,10.47,3.75,1.94,0.59,1.5,824.85,10.54,10.39,-0.15,25
Bl1,47.03,1.61,16.28,10.88,0.2,5.17,10.47,3.75,1.94,0.59,1.5,829.95,10.25,10.26,0.01,25
Bl1,47.03,1.61,16.28,10.88,0.2,5.17,10.47,3.75,1.94,0.59,1.5,849.95,9.75,9.74,-0.01,25
Bl1,47.03,1.61,16.28,10.88,0.2,5.17,10.47,3.75,1.94,0.59,2.29,797.75,10.16,10.05,-0.11,25
Bl1,47.03,1.61,16.28,10.88,0.2,5.17,10.47,3.75,1.94,0.59,2.29,807.95,9.77,9.78,0.01,25
Bl1,47.03,1.61,16.28,10.88,0.2,5.17,10.47,3.75,1.94,0.59,2.29,818.05,9.57,9.52,-0.05,25
Bl1,47.03,1.61,16.28,10.88,0.2,5.17,10.47,3.75,1.94,0.59,0.02,1817.85,0.18,0.1,-0.08,25
Bl1,47.03,1.61,16.28,10.88,0.2,5.17,10.47,3.75,1.94,0.59,0.02,1793.25,0.26,0.26,0,25
Bl1,47.03,1.61,16.28,10.88,0.2,5.17,10.47,3.75,1.94,0.59,0.02,1768.65,0.34,0.42,0.08,25
Bl1,47.03,1.61,16.28,10.88,0.2,5.17,10.47,3.75,1.94,0.59,0.02,1744.05,0.43,0.59,0.16,25
Bl1,47.03,1.61,16.28,10.88,0.2,5.17,10.47,3.75,1.94,0.59,0.02,1739.45,0.52,0.62,0.1,25
Bl1,47.03,1.61,16.28,10.88,0.2,5.17,10.47,3.75,1.94,0.59,0.02,1694.85,0.62,0.94,0.32,25
Bl1,47.03,1.61,16.28,10.88,0.2,5.17,10.47,3.75,1.94,0.59,0.02,1670.25,0.72,1.12,0.4,25
Bl1,47.03,1.61,16.28,10.88,0.2,5.17,10.47,3.75,1.94,0.59,0.02,985.05,10.82,9.93,-0.89,25
Bl1,47.03,1.61,16.28,10.88,0.2,5.17,10.47,3.75,1.94,0.59,0.02,989.05,10.7,9.83,-0.87,25
Bl1,47.03,1.61,16.28,10.88,0.2,5.17,10.47,3.75,1.94,0.59,0.02,1004.15,10.23,9.49,-0.74,25
A2,58.69,0.01,21.57,0.02,0.02,5.38,9.49,3.3,1.57,0,0,1036,11.58,11.51,-0.07,26
A2,58.69,0.01,21.57,0.02,0.02,5.38,9.49,3.3,1.57,0,0,1054,10.77,10.74,-0.03,26
A2,58.69,0.01,21.57,0.02,0.02,5.38,9.49,3.3,1.57,0,0,1065,10.45,10.34,-0.11,26
A2,58.69,0.01,21.57,0.02,0.02,5.38,9.49,3.3,1.57,0,0,1075,10.16,10,-0.16,26
A2,58.69,0.01,21.57,0.02,0.02,5.38,9.49,3.3,1.57,0,0,1084,9.87,9.72,-0.15,26
A2,58.69,0.01,21.57,0.02,0.02,5.38,9.49,3.3,1.57,0,0,1096,9.55,9.38,-0.17,26
A2,58.69,0.01,21.57,0.02,0.02,5.38,9.49,3.3,1.57,0,0,1106,9.3,9.11,-0.19,26
A2,58.69,0.01,21.57,0.02,0.02,5.38,9.49,3.3,1.57,0,0,1116,9.06,8.86,-0.2,26
A2,58.69,0.01,21.57,0.02,0.02,5.38,9.49,3.3,1.57,0,0,1036,11.32,11.51,0.19,26
A2,58.69,0.01,21.57,0.02,0.02,5.38,9.49,3.3,1.57,0,0,1054,10.83,10.74,-0.09,26
A2,58.69,0.01,21.57,0.02,0.02,5.38,9.49,3.3,1.57,0,0,1062,10.3,10.44,0.14,26
A2,58.69,0.01,21.57,0.02,0.02,5.38,9.49,3.3,1.57,0,0,1065,10.44,10.34,-0.1,26
A2,58.69,0.01,21.57,0.02,0.02,5.38,9.49,3.3,1.57,0,0,1074,10.15,10.03,-0.12,26
A2,58.69,0.01,21.57,0.02,0.02,5.38,9.49,3.3,1.57,0,0,1083,9.74,9.75,0.01,26
A2,58.69,0.01,21.57,0.02,0.02,5.38,9.49,3.3,1.57,0,0,1088,9.63,9.6,-0.03,26
A2,58.69,0.01,21.57,0.02,0.02,5.38,9.49,3.3,1.57,0,0,1094,9.48,9.43,-0.05,26
A2,58.69,0.01,21.57,0.02,0.02,5.38,9.49,3.3,1.57,0,0,1103,9.25,9.19,-0.06,26
A2,58.69,0.01,21.57,0.02,0.02,5.38,9.49,3.3,1.57,0,0,1113,8.99,8.93,-0.06,26
A2,58.69,0.01,21.57,0.02,0.02,5.38,9.49,3.3,1.57,0,0,1123,8.75,8.7,-0.05,26
A2,58.69,0.01,21.57,0.02,0.02,5.38,9.49,3.3,1.57,0,0,1081,10.02,9.81,-0.21,26
A2,58.69,0.01,21.57,0.02,0.02,5.38,9.49,3.3,1.57,0,0,1091,9.72,9.52,-0.2,26
A2,58.69,0.01,21.57,0.02,0.02,5.38,9.49,3.3,1.57,0,0,1100,9.44,9.27,-0.17,26
A2,58.69,0.01,21.57,0.02,0.02,5.38,9.49,3.3,1.57,0,0,1110,9.17,9.01,-0.16,26
