name,SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,H2O,T,measured,calculated,difference,references
H19,82.31,0,10.16,0,0,0,0,5.89,0.7,0,0.02,1176.78,10.91,11.04,0.13,38
H19,82.31,0,10.16,0,0,0,0,5.89,0.7,0,0.02,1123.15,11.87,11.96,0.09,38
H20,82.94,0,10.3,0,0,0,0,4.68,2.41,0,0.01,1260.53,9.73,10.05,0.32,38
H20,82.94,0,10.3,0,0,0,0,4.68,2.41,0,0.01,1236.65,10.1,10.4,0.3,38
H20,82.94,0,10.3,0,0,0,0,4.68,2.41,0,0.01,1215.53,10.59,10.72,0.13,38
H20,82.94,0,10.3,0,0,0,0,4.68,2.41,0,0.01,1217.28,10.6,10.69,0.09,38
H20,82.94,0,10.3,0,0,0,0,4.68,2.41,0,0.01,1191.53,11.14,11.1,-0.04,38
H20,82.94,0,10.3,0,0,0,0,4.68,2.41,0,0.01,1123.15,12.72,12.27,-0.45,38
H21,73.49,0,13.26,0,0,0,0,2.4,8.98,0,0.03,1246.3,9.86,9.08,-0.78,38
H21,73.49,0,13.26,0,0,0,0,2.4,8.98,0,0.03,1221.3,10.22,9.41,-0.81,38
H21,73.49,0,13.26,0,0,0,0,2.4,8.98,0,0.03,1202.45,10.49,9.67,-0.82,38
H21,73.49,0,13.26,0,0,0,0,2.4,8.98,0,0.03,1177,10.89,10.04,-0.85,38
H21,73.49,0,13.26,0,0,0,0,2.4,8.98,0,0.03,1123.15,11.77,10.88,-0.89,38
H22,74.9,0,13.52,0,0,0,0,3.64,7.22,0,0.02,1267.9,9.46,8.91,-0.55,38
H22,74.9,0,13.52,0,0,0,0,3.64,7.22,0,0.02,1240.3,9.9,9.27,-0.63,38
H22,74.9,0,13.52,0,0,0,0,3.64,7.22,0,0.02,1226.55,10.1,9.46,-0.64,38
H22,74.9,0,13.52,0,0,0,0,3.64,7.22,0,0.02,1191.4,10.6,9.96,-0.64,38
H22,74.9,0,13.52,0,0,0,0,3.64,7.22,0,0.02,1123.15,11.76,11.01,-0.75,38
H23,75.52,0,13.9,0,0,0,0,4.77,5.53,0,0.02,1265.15,9.36,9.15,-0.21,38
H23,75.52,0,13.9,0,0,0,0,4.77,5.53,0,0.02,1236.35,9.96,9.54,-0.42,38
H23,75.52,0,13.9,0,0,0,0,4.77,5.53,0,0.02,1223,10.12,9.72,-0.4,38
H23,75.52,0,13.9,0,0,0,0,4.77,5.53,0,0.02,1188.4,10.66,10.22,-0.44,38
H23,75.52,0,13.9,0,0,0,0,4.77,5.53,0,0.02,1123.15,11.92,11.25,-0.67,38
H24,76.08,0,13.89,0,0,0,0,5.96,3.84,0,0.02,1217.4,9.54,9.76,0.22,38
H24,76.08,0,13.89,0,0,0,0,5.96,3.84,0,0.02,1192.3,10.13,10.13,0,38
H24,76.08,0,13.89,0,0,0,0,5.96,3.84,0,0.02,1176.85,10.5,10.36,-0.14,38
H24,76.08,0,13.89,0,0,0,0,5.96,3.84,0,0.02,1151.25,10.9,10.75,-0.15,38
H24,76.08,0,13.89,0,0,0,0,5.96,3.84,0,0.02,1123.15,11.59,11.21,-0.38,38
H25,76.52,0,14.05,0,0,0,0,7.14,2.19,0,0.02,1218.75,9.64,9.72,0.08,38
H25,76.52,0,14.05,0,0,0,0,7.14,2.19,0,0.02,1197.55,9.99,10.02,0.03,38
H25,76.52,0,14.05,0,0,0,0,7.14,2.19,0,0.02,1175,10.34,10.36,0.02,38
H25,76.52,0,14.05,0,0,0,0,7.14,2.19,0,0.02,1149.95,10.8,10.74,-0.06,38
H25,76.52,0,14.05,0,0,0,0,7.14,2.19,0,0.02,1123.15,11.27,11.18,-0.09,38
H26,78.98,0,12.11,0,0,0,0,7.04,0.62,0,0.01,1271.05,9.15,9.35,0.2,38
H26,78.98,0,12.11,0,0,0,0,7.04,0.62,0,0.01,1258.55,9.45,9.52,0.07,38
H26,78.98,0,12.11,0,0,0,0,7.04,0.62,0,0.01,1239.35,9.65,9.79,0.14,38
H26,78.98,0,12.11,0,0,0,0,7.04,0.62,0,0.01,1209.9,10.35,10.22,-0.13,38
H26,78.98,0,12.11,0,0,0,0,7.04,0.62,0,0.01,1189.3,10.74,10.53,-0.21,38
H26,78.98,0,12.11,0,0,0,0,7.04,0.62,0,0.01,1168.55,11.24,10.86,-0.38,38
H26,78.98,0,12.11,0,0,0,0,7.04,0.62,0,0.01,1123.15,12.24,11.62,-0.62,38
